3000555,1995-01-17
3000556,1991-12-12
3000557,1993-05-25
3000558,2001-07-20
3000559,1999-03-12
3000560,1991-11-17
3000561,1994-09-03
3000562,1973-02-02
3000563,2001-10-05
3000564,2003-03-26
3000565,1994-10-10
3000566,1994-09-16
3000567,2002-08-14
3000568,1975-10-19
3000569,1987-11-05
3000570,1998-10-02
3000571,1999-03-20
3000572,1999-04-26
3000573,2000-02-02
3000574,1981-07-02
3000575,2001-03-07
3000576,1999-06-17
3000577,2000-12-24
3000578,2002-04-23
3000579,1996-03-08
3000580,2002-05-29
3000581,2001-06-21
3000582,1979-08-05
3000583,1988-06-09
3000584,2003-08-18
3000585,2003-06-21
3000586,2001-11-10
3000587,2002-08-07
3000588,2000-11-28
3000589,1998-08-06
3000590,1996-12-20
3000591,2004-03-06
3000592,2001-12-16
3000593,1992-08-06
3000594,1999-04-20
3000595,1995-08-23
3000596,2003-04-07
3000597,1997-05-22
3000598,2000-02-19
3000599,2003-09-22
3000600,1998-01-22
3000601,2001-05-28
3000602,2004-07-09
3000603,1997-05-31
3000604,2000-09-11
3000605,1997-05-05
3000606,1999-02-24
3000607,1983-05-02
3000608,1990-06-05
3000609,2000-10-20
3000610,2000-07-27
3000611,2004-05-18
3000612,1997-02-12
3000613,1978-03-15
3000614,1998-11-15
3000615,1996-10-15
3000616,2002-05-27
3000617,2001-12-05
3000618,2003-09-20
3000619,2004-05-02
3000620,1996-09-27
3000621,1998-01-31
3000622,2002-01-23
3000623,2001-10-26
3000624,2001-09-24
3000625,1992-08-24
3000626,2000-09-15
3000627,1977-04-25
3000628,2000-07-14
3000629,1999-03-14
3000630,2003-10-29
3000631,2001-02-22
3000632,1991-02-28
3000633,2004-05-01
3000634,1999-07-07
3000635,1991-05-02
3000636,2000-08-02
3000637,2001-03-06
3000638,1996-08-15
3000639,1984-12-10
3000640,1984-02-21
3000641,1997-05-05
3000642,2002-04-05
3000643,2001-08-07
3000644,2004-06-05
3000645,1997-10-13
3000646,1998-08-26
3000647,1992-11-26
3000648,1999-05-07
3000649,1995-09-20
3000650,1997-09-18
3000651,2004-02-27
3000652,2001-06-22
3000653,2000-04-17
3000654,1995-05-09
3000655,1998-12-29
3000656,2002-02-12
3000657,2003-03-06
3000658,2002-03-02
3000659,1997-04-21
3000660,2002-05-31
3000661,1979-06-01
3000662,2001-12-16
3000663,1966-01-04
3000664,1997-04-23
3000665,1998-11-13
3000666,2002-02-01
3000667,2001-01-26
3000668,1999-04-29
3000669,2000-02-17
3000670,1999-01-04
3000671,1990-09-19
3000672,2003-12-26
3000673,1999-07-29
3000674,1998-07-24
3000675,2000-06-22
3000676,2002-03-22
3000677,2002-07-10
3000678,2003-03-09
3000679,2001-01-27
3000680,1998-04-18
3000681,1985-10-25
3000682,1996-07-27
3000683,2002-08-02
3000684,1996-03-13
3000685,2000-03-07
3000686,2001-03-12
3000687,1998-12-11
3000688,1995-06-06
3000689,1998-05-08
3000690,1995-05-26
3000691,2001-05-01
3000692,2001-02-16
3000693,1997-09-09
3000694,2001-05-10
3000695,2000-04-11
3000696,2002-04-29
3000697,2001-12-31
3000698,1999-06-20
3000699,1998-09-12
3000700,2001-06-25
3000701,1997-11-12
3000702,2001-03-12
3000703,1996-06-15
3000704,1978-04-05
3000705,1994-07-10
3000706,1988-02-15
3000707,2003-12-02
3000708,2000-08-29
3000709,1999-10-07
3000710,2002-04-30
3000711,1997-05-10
3000712,1998-09-27
3000713,1997-05-26
3000714,1997-10-20
3000715,2003-06-14
3000716,2000-07-03
3000717,2000-02-07
3000718,2002-05-25
3000719,1990-06-06
3000720,2000-05-25
3000721,1999-02-12
3000722,1996-10-10
3000723,2001-08-03
3000724,2000-11-10
3000725,2001-06-24
3000726,2000-07-26
3000727,2001-11-08
3000728,2002-04-10
3000729,1998-04-25
3000730,1998-07-24
3000731,1986-12-25
3000732,1997-06-12
3000733,2002-03-17
3000734,2001-07-03
3000735,1997-01-22
3000736,2001-09-13
3000737,2001-10-24
3000738,2001-10-11
3000739,2001-12-04
3000740,1986-01-19
3000741,2000-09-13
3000742,1999-02-21
3000743,1987-04-29
3000744,2000-04-20
3000745,1993-09-25
3000746,1988-07-18
3000747,2001-10-01
3000748,1994-05-11
3000749,2002-06-27
3000750,2001-01-24
3000751,1997-03-18
3000752,1982-09-02
3000753,2000-01-31
3000754,2001-11-29
3000755,1997-02-11
3000756,2002-07-10
3000757,2003-12-12
3000758,2002-12-07
3000759,1999-02-12
3000760,2002-01-11
3000761,2000-07-20
3000762,2001-02-07
3000763,2004-03-18
3000764,2001-11-05
3000765,1998-03-14
3000766,2000-09-07
3000767,1988-06-30
3000768,1991-09-30
3000769,2003-04-08
3000770,2004-01-18
3000771,2000-07-11
3000772,2001-04-02
3000773,2000-09-09
3000774,1992-05-15
3000775,2000-11-06
3000776,1997-03-21
3000777,1992-09-14
3000778,1995-05-19
3000779,2003-09-18
3000780,2003-01-22
3000781,2000-10-19
3000782,2003-04-03
3000783,2002-10-07
3000784,2001-12-01
3000785,1998-10-20
3000786,1988-11-07
3000787,1998-11-21
3000788,1997-03-22
3000789,1993-07-23
3000790,1999-10-20
3000791,2001-09-09
3000792,1996-04-17
3000793,1997-11-12
3000794,1990-05-29
3000795,2004-02-12
3000796,2000-10-09
3000797,1972-10-13
3000798,2002-09-23
3000799,2001-03-06
3000800,2001-06-16
3000801,2002-09-08
3000802,2000-05-10
3000803,2000-11-15
3000804,1996-08-05
3000805,2003-02-15
3000806,2001-12-11
3000807,1980-01-24
3000808,1999-03-30
3000809,1997-08-05
3000810,2003-02-14
3000811,1999-01-15
3000812,1997-01-11
3000813,2003-07-02
3000814,2002-06-15
3000815,1998-02-16
3000816,1999-05-10
3000817,1994-12-05
3000818,1999-05-31
3000819,2003-07-09
3000820,1996-05-25
3000821,1997-08-04
3000822,2000-03-25
3000823,2003-07-31
3000824,2004-01-27
3000825,1999-07-01
3000826,1997-09-03
3000827,1995-12-16
3000828,2000-05-14
3000829,2004-01-28
3000830,2004-05-29
3000831,2003-08-17
3000832,1999-11-15
3000833,2003-04-07
3000834,2002-01-07
3000835,1999-10-13
3000836,1995-12-26
3000837,1963-05-12
3000838,2003-05-30
3000839,1996-05-22
3000840,1999-06-18
3000841,2000-04-16
3000842,2002-09-02
3000843,2001-05-03
3000844,1997-10-08
3000845,2000-07-04
3000846,1991-05-21
3000847,2002-11-27
3000848,2004-04-20
3000849,2004-02-27
3000850,2004-07-25
3000851,2001-06-26
3000852,1994-03-14
3000853,1996-05-20
3000854,1999-03-07
3000855,2003-07-11
3000856,2002-03-29
3000857,1985-10-16
3000858,1999-08-20
3000859,1994-11-11
3000860,2003-10-25
3000861,2002-04-20
3000862,1998-05-14
3000863,1993-10-06
3000864,1991-11-06
3000865,1977-05-13
3000866,1992-10-23
3000867,1995-09-12
3000868,1999-03-01
3000869,2001-10-26
3000870,2003-03-05
3000871,2001-12-19
3000872,1989-09-11
3000873,2000-07-25
3000874,1998-04-27
3000875,2003-09-10
3000876,2003-03-20
3000877,2003-03-26
3000878,2000-11-03
3000879,2004-01-13
3000880,2002-06-09
3000881,2004-05-28
3000882,2003-10-05
3000883,2004-04-14
3000884,2002-09-18
3000885,2004-06-25
3000886,2003-05-28
3000887,2000-12-19
3000888,1999-09-27
3000889,2001-07-09
3000890,1999-03-17
3000891,2004-01-26
3000892,2004-07-13
3000893,2000-03-20
3000894,2003-08-05
3000895,2002-12-05
3000896,2001-10-04
3000897,1985-08-10
3000898,2000-10-27
3000899,2004-05-11
3000900,1991-11-10
3000901,1991-07-11
3000902,2000-06-22
3000903,2002-06-14
3000904,2003-08-30
3000905,2001-08-16
3000906,1994-11-12
3000907,1998-11-25
3000908,2000-01-12
3000909,1998-05-14
3000910,1993-06-09
3000911,2001-01-27
3000912,1995-06-28
3000913,2002-04-26
3000914,2000-02-20
3000915,1976-06-25
3000916,1993-07-03
3000917,1989-09-26
3000918,1997-12-04
3000919,1988-08-09
3000920,2000-12-10
3000921,2000-06-21
3000922,2002-01-15
3000923,2000-03-18
3000924,1997-10-01
3000925,1999-12-24
3000926,1998-11-18
3000927,1969-09-30
3000928,2003-11-16
3000929,2004-05-21
3000930,2002-08-27
3000931,1999-12-02
3000932,2002-01-14
3000933,1996-10-22
3000934,2001-07-14
3000935,2003-10-30
3000936,2001-08-07
3000937,1991-02-18
3000938,2002-06-25
3000939,2002-04-13
3000940,2004-02-22
3000941,2000-01-06
3000942,1985-10-06
3000943,2003-12-15
3000944,2004-07-24
3000945,2002-12-25
3000946,1981-08-25
3000947,1978-01-10
3000948,2003-07-15
3000949,1981-08-12
3000950,2001-03-31
3000951,1987-11-28
3000952,1998-12-09
3000953,1995-10-31
3000954,1988-06-05
3000955,2003-09-30
3000956,2002-03-30
3000957,1989-12-21
3000958,2002-06-03
3000959,1996-04-08
3000960,1973-05-28
3000961,1993-01-22
3000962,2001-09-07
3000963,1997-08-16
3000964,2004-06-10
3000965,2001-11-16
3000966,1998-08-29
3000967,1988-04-17
3000968,1997-08-08
3000969,2002-09-04
3000970,1984-01-27
3000971,2001-07-29
3000972,1990-11-27
3000973,1978-09-16
3000974,1998-12-04
3000975,2003-03-10
3000976,1998-09-11
3000977,1989-10-03
3000978,1998-10-15
3000979,2001-05-08
3000980,1983-12-28
3000981,2002-02-12
3000982,1981-05-15
3000983,2002-07-02
3000984,1976-11-18
3000985,2002-06-16
3000986,1988-05-21
3000987,2001-05-23
3000988,1998-04-28
3000989,2002-07-26
3000990,2002-04-09
3000991,2001-08-19
3000992,2002-06-06
3000993,1997-04-25
3000994,2001-11-10
3000995,2002-03-27
3000996,2000-09-23
3000997,2003-07-16
3000998,2001-10-30
3000999,2003-07-22
3001000,2003-07-09
3001001,1998-09-28
3001002,2001-08-16
3001003,2004-02-24
3001004,2002-09-27
3001005,1995-01-26
3001006,1995-04-17
3001007,1998-08-29
3001008,1990-12-23
3001009,2004-06-25
3001010,1993-11-17
3001011,1983-06-27
3001012,2000-01-06
3001013,2002-02-09
3001014,2000-11-04
3001015,2002-01-04
3001016,1986-04-19
3001017,1990-03-10
3001018,2001-08-08
3001019,1998-02-07
3001020,1968-02-13
3001021,1997-01-10
3001022,2002-07-01
3001023,2001-08-01
3001024,1999-05-12
3001025,1997-10-21
3001026,2002-06-11
3001027,1990-08-04
3001028,2003-09-07
3001029,2000-11-20
3001030,2001-10-08
3001031,2003-10-19
3001032,1996-08-27
3001033,2004-04-08
3001034,2000-08-08
3001035,2002-07-03
3001036,1999-06-04
3001037,1999-04-01
3001038,2000-11-30
3001039,1999-08-03
3001040,1996-11-27
3001041,2000-12-02
3001042,1993-09-03
3001043,1997-03-13
3001044,1999-01-22
3001045,1999-11-10
3001046,1995-03-26
3001047,2002-04-08
3001048,2002-04-20
3001049,1999-08-20
3001050,1999-11-19
3001051,1996-07-28
3001052,1997-07-20
3001053,1999-08-31
3001054,2002-05-21
3001055,2003-08-07
3001056,1999-10-09
3001057,1999-09-17
3001058,1990-08-16
3001059,2001-07-03
3001060,1996-10-09
3001061,1992-03-28
3001062,1990-01-06
3001063,1999-07-08
3001064,1995-02-04
3001065,2002-02-14
3001066,2002-02-07
3001067,1994-05-12
3001068,2002-10-23
3001069,1976-12-01
3001070,1996-10-04
3001071,2001-07-23
3001072,2001-10-12
3001073,1990-08-22
3001074,1988-05-15
3001075,1999-09-17
3001076,2001-03-21
3001077,1999-01-15
3001078,1998-03-16
3001079,2001-04-18
3001080,1990-07-28
3001081,1997-11-18
3001082,1981-12-26
3001083,1991-04-16
3001084,1996-11-19
3001085,2000-01-08
3001086,1999-05-26
3001087,1999-08-24
3001088,1998-09-26
3001089,1994-09-13
3001090,1983-03-24
3001091,1975-04-12
3001092,1994-11-20
3001093,1987-07-22
3001094,1994-05-05
3001095,1991-06-18
3001096,2002-01-18
3001097,1998-01-19
3001098,2003-07-09
3001099,2002-08-02
3001100,1998-02-09
3001101,1982-11-15
3001102,1973-05-09
3001103,1961-11-13
3001104,1979-08-20
3001105,1988-10-15
3001106,2001-10-10
3001107,2001-05-10
3001108,1991-01-09
3001109,2001-04-25
3001110,1997-09-20
3001111,1999-01-28
3001112,1967-10-03
3001113,1997-04-02
3001114,2002-02-28
3001115,2001-11-29
3001116,2002-01-21
3001117,1998-07-07
3001118,1975-05-27
3001119,1989-07-23
3001120,2002-08-05
3001121,1979-11-01
3001122,1991-04-28
3001123,2004-07-26
3001124,1998-08-28
3001125,1988-08-05
3001126,1979-11-11
3001127,2004-05-11
3001128,1980-03-16
3001129,2001-02-03
3001130,1973-11-10
3001131,2001-05-03
3001132,2002-11-21
3001133,1986-09-14
3001134,1992-11-23
3001135,1999-04-05
3001136,2001-12-23
3001137,2000-05-02
3001138,1992-03-22
3001139,2000-09-24
3001140,1999-05-14
3001141,1995-06-27
3001142,1999-09-05
3001143,2001-09-12
3001144,1999-03-13
3001145,2001-08-25
3001146,1994-09-22
3001147,2001-12-08
3001148,2000-02-27
3001149,1996-07-26
3001150,2000-09-19
3001151,2002-04-06
3001152,2003-06-22
3001153,1997-02-05
3001154,1975-03-29
3001155,2000-07-20
3001156,2001-05-02
3001157,1997-03-11
3001159,1995-03-28
3001160,1996-01-23
3001161,1998-10-09
3001162,2000-12-07
3001163,2002-01-16
3001164,2001-02-15
3001165,2001-04-20
3001166,1998-02-07
3001167,1999-06-23
3001168,2000-07-26
3001169,1997-12-07
3001170,1991-02-08
3001171,2001-06-28
3001172,2003-12-12
3001173,2003-12-29
3001174,2001-09-06
3001175,1980-09-15
3001176,2000-02-15
3001177,2001-05-15
3001178,1994-09-26
3001179,2003-08-30
3001180,2002-01-25
3001181,1998-05-07
